"id","current_mood","group","ON","SAC","TII","BD","selfesteem","exce_exercise","mother","vlogexperience","help_received","recent_help","aidetection","race_ethnicity","religion","language","marital_status","Income","Education","Age"
"6789e1a3eff7f8164222fdf1",2.55,"Group2_N",3.93333333333333,5,5,4.8125,1.2,4.625,3,3,1,4,"correct","Caucasian or White","Agnostic","English","Never married","Less than $12,000","Bachelor's degree",23
"5ebdc5809a676b105238713c",3.55,"Group1_C",3.86666666666667,4.5,4.25,3.5625,3,4.4375,3.25925925925926,8,0,NA,"correct","Caucasian or White","Agnostic","English","Never married","$36,000 or more","Bachelor's degree",24
"6103217486fd393d9efbba25",4.05,"Group1_C",2.53333333333333,3.66666666666667,3,2.4375,3.3,2,2.22222222222222,4,0,NA,"correct","Black or African American,Caucasian or White,Hispanic or Latino","Agnostic","English","Never married","$12,000 - $23,999","Some college, no degree",25
"67ace31300abf1fb686b8ce1",4.85,"Group3_I",3.46666666666667,3,3.25,2.875,4.1,3,1.37037037037037,4,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Married","$36,000 or more","Bachelor's degree",24
"614cd9dba2dad462039739cf",2.45,"Group4_ID",2.2,1.83333333333333,2,1.4375,2.9,2.5,2.33333333333333,0,0,NA,"correct","Caucasian or White","Other","English","Never married","Less than $12,000","High school degree or equivalent (e.g., GED)",22
"664c2be93f0c45b03883703a",3.05,"Group3_I",2.6,3.16666666666667,2.5,2.625,3.5,3.25,2.18518518518519,0,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","Less than $12,000","Bachelor's degree",22
"5f2dfc9bcae87215c17d34d4",3.25,"Group3_I",2.73333333333333,2.33333333333333,2.75,3,3,1.375,2.18518518518519,6,NA,NA,"correct","Hispanic or Latino","Agnostic","English","Never married","Less than $12,000","Some college, no degree",25
"67b8d3adc925460632e8e8a1",4.55,"Group1_C",3.93333333333333,3.5,4.5,2.9375,4.4,3.375,3.74074074074074,0,0,NA,"wrong","Caucasian or White","Catholicism/Christianity","English","Never married","$24,000 - $35,999","Some college, no degree",19
"67d48133208e9bbe96dc6761",3.9,"Group4_ID",3.13333333333333,2,3,2.6875,3,2.8125,2.92592592592593,9,1,2,"correct","Black or African American","Catholicism/Christianity","English","","$36,000 or more","Bachelor's degree",23
"67f000137a872d98794640b1",4.1,"Group3_I",3.2,3,2.5,3.3125,3.3,2.625,2.2962962962963,4,0,NA,"wrong","Caucasian or White","Catholicism/Christianity","English","Never married","$36,000 or more","Bachelor's degree",21
"678af0a3161e3e871bbade54",4.95,"Group2_N",3.93333333333333,4,1.5,3.375,4.8,4.125,3.81481481481481,10,NA,NA,"wrong","Caucasian or White","Catholicism/Christianity","English","Married","$36,000 or more","Bachelor's degree",24
"67aa80c774c81448a3876d15",4.05,"Group1_C",3.73333333333333,4.33333333333333,2.75,3.6875,4.7,4.0625,2.88888888888889,0,0,NA,"correct","Caucasian or White","Hinduism","English","Never married","$36,000 or more","Doctoral degree",25
"6797d5ada6654ec99f741b08",3.9,"Group4_ID",3.6,4,4,3.93333333333333,3.2,3.375,3.25925925925926,0,0,NA,"correct","Black or African American","Atheist","English","Never married","Less than $12,000","Associate degree",23
"5f1275800e769c1da9afd1b3",3.4,"Group2_N",3.26666666666667,2.16666666666667,4,2.8125,3.5,3.0625,1.40740740740741,6,0,NA,"wrong","Hispanic or Latino","Catholicism/Christianity","Spanish","Never married","Less than $12,000","Bachelor's degree",24
"6101f4093ed452ae3b6d5ab9",3.1,"Group1_C",2.66666666666667,4,4,4.375,3.4,3.75,4.59259259259259,3,0,NA,"correct","Caucasian or White","Catholicism/Christianity","Other","Never married","Less than $12,000","Some college, no degree",23
"67b8f459f36ac348b98d6cad",4.65,"Group2_N",3.2,4,3.5,1.5,4.5,3.4375,2.88888888888889,8,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","$36,000 or more","Master's degree",24
"6695541a6e0d986b02c25dd9",4.65,"Group3_I",1.86666666666667,1,1.5,1.125,4.6,2.75,1.7037037037037,0,0,NA,"correct","Black or African American","Catholicism/Christianity","English","Never married","$12,000 - $23,999","High school degree or equivalent (e.g., GED)",25
"6324190c00acac6ac06d882b",3.1,"Group4_ID",2.86666666666667,1.5,2.75,2.5625,3.7,3.5,1.51851851851852,3,1,1,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","$36,000 or more","High school degree or equivalent (e.g., GED)",23
"66e4d9b28591c9a0b3438053",2.8,"Group1_C",3.6,4,4.5,4.9375,2.9,4.375,3.85185185185185,9,0,NA,"wrong","Caucasian or White","Catholicism/Christianity","English","Married","Less than $12,000","Some college, no degree",22
"6632e71b65934c5810fb2eff",3.1,"Group2_N",2.13333333333333,1,1,1.1875,4.1,1.5,3.18518518518519,3,0,NA,"correct","Caucasian or White","Agnostic","English","Never married","$24,000 - $35,999","Some college, no degree",25
"659aaea375eef229eb250614",4.25,"Group4_ID",3.73333333333333,5,3,2.0625,4.8,3.75,1.88888888888889,10,0,NA,"correct","Black or African American","Catholicism/Christianity","English","Never married","$36,000 or more","Bachelor's degree",24
"6621a2f38453311275d17d65",4.05,"Group1_C",2.66666666666667,1.83333333333333,1.5,1.375,3.9,3.375,1.18518518518519,8,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","$36,000 or more","Associate degree",24
"6722ddbde603128350a14863",4.7,"Group2_N",3.66666666666667,3.66666666666667,2.75,1.625,4.7,2.875,1.59259259259259,5,0,NA,"wrong","Black or African American","Catholicism/Christianity","English","Never married","$36,000 or more","High school degree or equivalent (e.g., GED)",20
"65baa72531ba3e8cb06d96ea",3.7,"Group3_I",2.86666666666667,2.16666666666667,2.5,1.6875,4.1,2.8125,2.88888888888889,3,1,1,"correct","Black or African American,Hispanic or Latino","Agnostic","English","Never married","$24,000 - $35,999","High school degree or equivalent (e.g., GED)",21
"627ebc31883c7dd7c2220c7e",3.45,"Group1_C",3.2,2,2,1,1.9,3.8125,2.96296296296296,0,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","$36,000 or more","Bachelor's degree",21
"6764f93b8fb6e0f01e1b963c",3.6,"Group4_ID",3.86666666666667,4.16666666666667,3.5,4.375,2.8,4,3.81481481481481,7,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","$36,000 or more","Some college, no degree",20
"668c2c3b1c453af22c1e1e31",3.25,"Group4_ID",3.33333333333333,3.16666666666667,4,4.25,2.8,3.5625,4.2962962962963,11,1,1,"correct","Caucasian or White","Agnostic","English","Never married","Less than $12,000","Bachelor's degree",23
"675401a0dafe95d86087be96",3.7,"Group3_I",2.93333333333333,3.83333333333333,2.5,3.1875,1.8,2.75,2.55555555555556,0,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","Less than $12,000","High school degree or equivalent (e.g., GED)",24
"669a92a04b3c1065d6548062",4.1,"Group2_N",3.06666666666667,3,2.75,3,3,3,2.74074074074074,6,0,NA,"correct","Black or African American","Islam","English","Never married","$36,000 or more","Associate degree",21
"6116f60ae8f48f7d1244e8d3",2.75,"Group2_N",2.4,3.83333333333333,1.5,2.4375,2.6,2.4375,3.59259259259259,6,0,NA,"correct","Caucasian or White","Agnostic","English","Never married","$12,000 - $23,999","Associate degree",25
"603c30cc6aac099ca7f0b6b9",4.4,"Group1_C",4.06666666666667,5,4.25,4.5,3.1,4.3125,3.37037037037037,9,0,NA,"correct","Caucasian or White,Hispanic or Latino,Other","Buddhism","English","Never married","$12,000 - $23,999","High school degree or equivalent (e.g., GED)",23
"6445c7d65098688dc1d95286",3.35,"Group4_ID",2.66666666666667,2.66666666666667,2.5,2.125,4.4,2.5625,4.22222222222222,3,0,NA,"correct","Caucasian or White","Agnostic","English","Never married","$36,000 or more","Bachelor's degree",23
"67099bcb59199185f719e426",3.25,"Group4_ID",2.66666666666667,1,1,1.125,4.1,2.5625,1.37037037037037,8,0,NA,"correct","American Indian or Alaska Native,Asian,Caucasian or White,Hispanic or Latino","Catholicism/Christianity","Spanish","Never married","$36,000 or more","Bachelor's degree",24
"65d9f7d2bd4d3cddb74feb06",4.25,"Group3_I",2.66666666666667,1.5,1.25,1.0625,4.5,3.6875,3.2962962962963,0,0,NA,"correct","Black or African American","Catholicism/Christianity","English","Married","$36,000 or more","Master's degree",25
"663056412599fb40c4396914",3.65,"Group1_C",3.4,4,4,2.8125,4.5,4,3.51851851851852,0,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","$12,000 - $23,999","Bachelor's degree",23
"610064cd25c1c2ed6fa9b925",4.1,"Group2_N",4.33333333333333,5,3.5,4.1875,2.5,4,3.33333333333333,9,0,NA,"correct","Caucasian or White","Agnostic","English","Never married","$12,000 - $23,999","Bachelor's degree",22
"6789684706f53a6cd579c39d",4.8,"Group3_I",3.8,4,4,4,3.2,3.75,4,8,0,NA,"correct","Black or African American","Islam","","Married","$24,000 - $35,999","Bachelor's degree",25
"66c0df877e3dd5e2c1966f18",3.85,"Group1_C",3.06666666666667,5,4.25,4.625,4.2,3.4375,1.22222222222222,7,1,5,"correct","Caucasian or White","Catholicism/Christianity","English","Married","$36,000 or more","High school degree or equivalent (e.g., GED)",23
"5ec06f59c4ceb1481f225bbd",3.15,"Group4_ID",3.26666666666667,5,4.5,4.4375,4.6,2.0625,2.7037037037037,9,0,NA,"correct","Caucasian or White","Atheist","English","Never married","$24,000 - $35,999","Bachelor's degree",23
"60fd8920ba73375685705aee",2.9,"Group4_ID",3.46666666666667,2,1.75,1,4.2,4.4,1.14814814814815,3,0,NA,"correct","Caucasian or White,Hispanic or Latino","Agnostic","English","Never married","Less than $12,000","Bachelor's degree",23
"60fd0638ea398c6e93d6ba62",3.35,"Group2_N",3.06666666666667,3.5,3,3.1875,3,3.25,4.11111111111111,0,0,NA,"correct","Caucasian or White","Agnostic","English","Never married","$24,000 - $35,999","Bachelor's degree",24
"6643cfc6878e4f517c10e69c",3.05,"Group2_N",3.13333333333333,2.33333333333333,2.5,1.375,3.8,3.5625,3.7037037037037,3,0,NA,"correct","Asian,Caucasian or White","Agnostic","English","Never married","$24,000 - $35,999","Bachelor's degree",24
"67867a585f5fe63e8e94bb28",3.5,"Group1_C",2.6,2.33333333333333,1,2.8125,3.9,2.6,1.2962962962963,7,0,NA,"wrong","Caucasian or White","Catholicism/Christianity","English","Married","$36,000 or more","High school degree or equivalent (e.g., GED)",23
"67adb092487be88c66cc52e3",4.6,"Group3_I",3.33333333333333,2,2,2,4.5,2.625,2.07407407407407,8,0,NA,"wrong","Caucasian or White","Catholicism/Christianity","English","Married","$36,000 or more","Some college, no degree",19
"65a5bc46a459a1f1b5a8ade9",2.8,"Group4_ID",2.93333333333333,4.16666666666667,3.5,2.75,4.1,1.9375,2.25925925925926,5,0,NA,"correct","Asian","Agnostic","Chinese","Never married","$36,000 or more","Bachelor's degree",22
"5fc10e3c8200cf0b1b66714c",2.65,"Group3_I",2.93333333333333,3.16666666666667,4.25,1.9375,3.2,3.6875,1.59259259259259,0,0,NA,"correct","Black or African American","Catholicism/Christianity","English","Never married","Less than $12,000","Less than high school",24
"678545cc90e74b3b2e7e1d08",4.35,"Group1_C",3.2,2.66666666666667,3.25,2.25,4.5,2.4375,2.51851851851852,9,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","Less than $12,000","Some college, no degree",21
"678e1a303a8e378f3e02cdf3",3.5,"Group3_I",3,3.66666666666667,3,2.625,4.2,2.3125,4,7,1,1,"correct","Caucasian or White","Agnostic","English","Never married","$36,000 or more","Some college, no degree",25
"6785891aee9028790a1bd6fc",3.55,"Group2_N",4.13333333333333,4,5,4,3.8,4.3125,3.07407407407407,7,1,1,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","Less than $12,000","Some college, no degree",20
"5df0be5ec1e3e5103f61f397",2.35,"Group1_C",4.06666666666667,5,5,5,1,4.06666666666667,4,9,0,NA,"correct","American Indian or Alaska Native","Atheist","English","Never married","$24,000 - $35,999","High school degree or equivalent (e.g., GED)",24
"63df609cf58947e964792bb6",3.4,"Group3_I",3.4,4,3.25,3.9375,1.9,2.9375,3.85185185185185,5,0,NA,"correct","Hispanic or Latino","Agnostic","English","Never married","Less than $12,000","Some college, no degree",23
"60fdb73b85f276ed91d84eb9",2.45,"Group1_C",3.2,2,3,1.625,3.5,2.375,4.22222222222222,4,0,NA,"correct","Caucasian or White","Atheist","English","Never married","Less than $12,000","Bachelor's degree",23
"6561105e406ce666aedffc1b",4.1,"Group4_ID",3.66666666666667,4.16666666666667,3.25,3.8125,3.7,4.25,2.88888888888889,5,0,NA,"correct","Black or African American","Catholicism/Christianity","English","Never married","Less than $12,000","High school degree or equivalent (e.g., GED)",22
"67e5bc12671059312f73e37f",4.75,"Group2_N",3,2.5,2,1.625,4.3,2.8125,2.59259259259259,8,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Married","$36,000 or more","Master's degree",23
"667398b0983d3278c68bc826",3.3,"Group4_ID",2.93333333333333,3.33333333333333,3.25,1.625,3.7,1.25,3.81481481481481,7,0,NA,"correct","Caucasian or White","Atheist","English","Never married","$12,000 - $23,999","Master's degree",24
"5ecca0f9a88e73878f2e66b4",3.3,"Group3_I",3.46666666666667,3.33333333333333,2.25,3.86666666666667,3.1,2.5625,4.37037037037037,3,1,1,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","Less than $12,000","Bachelor's degree",25
"668103f42ae80cacff1527dd",3.9,"Group3_I",3.6,4,4,3.875,4,3.0625,3.59259259259259,7,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","Less than $12,000","Bachelor's degree",24
"6104d73b7cdac0a47a905f0d",3.5,"Group3_I",2.53333333333333,2.66666666666667,3,1.25,4.2,2.3125,1.55555555555556,7,0,NA,"correct","Hispanic or Latino","Catholicism/Christianity","English","Never married","$24,000 - $35,999","Bachelor's degree",25
"6098164e4c37ed73ca9c74f5",3.05,"Group4_ID",4.4,4.83333333333333,4.75,4.0625,2,4.6875,4.07407407407407,9,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","$36,000 or more","Bachelor's degree",23
"6658cd81e4e49937196d341c",3.2,"Group1_C",4.6,4.83333333333333,5,4.375,2.6,3.6875,4.2962962962963,10,0,NA,"correct","Hispanic or Latino","Agnostic","English","Never married","Less than $12,000","Associate degree",22
"65cb6c039e74e4bae823b84b",4,"Group2_N",2.73333333333333,3.33333333333333,3,1.125,4.4,2.875,1.77777777777778,5,0,NA,"correct","Asian","Atheist","English","Never married","Less than $12,000","Bachelor's degree",22
"666b4a3f0904ac73f727ea49",3.55,"Group1_C",3.66666666666667,3,2.75,2,3.8,3.5,3.37037037037037,4,0,NA,"wrong","Caucasian or White","Catholicism/Christianity","English","Never married","$12,000 - $23,999","Bachelor's degree",24
"655fa181e4a69a513fd68aa0",3.05,"Group2_N",2.93333333333333,2.33333333333333,3.75,2.57142857142857,3.4,3.3125,2.40740740740741,4,0,NA,"correct","Black or African American","Atheist","English","Never married","$36,000 or more","Associate degree",22
"60ffa592ab2c27891179f1bc",3.65,"Group2_N",3.13333333333333,3.33333333333333,4,2.9375,3.4,3.1875,4,5,0,NA,"correct","Asian","Other","Other","Never married","$24,000 - $35,999","High school degree or equivalent (e.g., GED)",24
"60bfd72cbf383d740b0d9b00",3.25,"Group4_ID",3.06666666666667,1,3,1.25,4.9,3.1875,2,2,0,NA,"correct","Caucasian or White","Agnostic","English","Never married","$36,000 or more","Bachelor's degree",25
"660b3790990a3c598989ec0f",3.25,"Group3_I",4.06666666666667,5,5,3.25,3.1,3.0625,3.22222222222222,5,0,NA,"correct","Asian","Hinduism","English","Never married","$36,000 or more","Bachelor's degree",24
"673bd37f8c925b943e1b5007",3.75,"Group3_I",3.2,3,3.75,2.625,3.9,3.25,3.18518518518519,8,0,NA,"correct","Asian","","English","Never married","$12,000 - $23,999","Doctoral degree",25
"672006dea8df063311b77a05",3.7,"Group1_C",3,2.16666666666667,2,1.5,3.7,2.375,1.51851851851852,0,0,NA,"correct","Black or African American,Caucasian or White,Hispanic or Latino","Other","Other","Never married","$24,000 - $35,999","Associate degree",22
"66f1b4e2d875c6785ca1d50a",3,"Group4_ID",3,3.33333333333333,2.5,3.5625,2.4,1.375,3.03703703703704,7,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","Less than $12,000","Some college, no degree",22
"6661e9fd2c5d8a0ede7182c9",2.95,"Group4_ID",3.06666666666667,4,3,2.625,1.6,1.75,1.74074074074074,4,0,NA,"correct","Black or African American,Hispanic or Latino","Catholicism/Christianity","English","Never married","$12,000 - $23,999","High school degree or equivalent (e.g., GED)",20
"65ddb419cd6dd91fdbe6dbdc",4.1,"Group1_C",3.33333333333333,3.5,4,3.5,3.4,3.0625,2.76923076923077,0,0,NA,"correct","American Indian or Alaska Native","Atheist","English","Never married","$36,000 or more","Some college, no degree",20
"6652193ce4b5df0b6b366158",4.1,"Group2_N",3.53333333333333,4,4.25,3.0625,4.2,3.5,3.25925925925926,4,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","$24,000 - $35,999","Associate degree",25
"678686851bd2f2dfda5c22e6",3,"Group1_C",2.93333333333333,3.33333333333333,3.75,3.625,2.9,3.375,3.33333333333333,5,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","Less than $12,000","Some college, no degree",19
"6148f3d1074988c7852c1774",3.1,"Group3_I",3.86666666666667,4,5,3.625,2.9,3.6875,3.37037037037037,10,0,NA,"correct","Caucasian or White","Atheist","English","Never married","Less than $12,000","Bachelor's degree",22
"661297e5627cb295e52e816f",3.55,"Group2_N",4.46666666666667,4.83333333333333,4.25,4.6875,3.1,4.75,1.92592592592593,10,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","Less than $12,000","Some college, no degree",19
"674e687921292d0e35ddf722",3.7,"Group4_ID",2.2,1,1.25,1.375,4,2.4375,3.48148148148148,6,0,NA,"correct","Caucasian or White","Agnostic","English","Never married","$36,000 or more","Bachelor's degree",25
"6000c257783c491e6ccdfdbb",3.35,"Group3_I",2.6,4,4,3,4.7,3.125,4.07407407407407,7,1,1,"correct","Caucasian or White","Agnostic","English","Never married","$36,000 or more","Bachelor's degree",25
"627e6caf1261161f3a5cca25",3.05,"Group1_C",3.33333333333333,5,5,3.875,2.1,1.75,1.59259259259259,7,0,NA,"correct","Asian","Catholicism/Christianity","Other","Never married","Less than $12,000","Bachelor's degree",22
"60fee6ac4251e521b4546f1d",4.05,"Group4_ID",2,2,3,1.5625,3.9,3.375,3.88888888888889,7,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","$36,000 or more","Bachelor's degree",25
"66076280f9063d11cb7b8a96",2.7,"Group2_N",3.13333333333333,4.16666666666667,4.5,1.8125,4.6,1.875,3.92592592592593,6,0,NA,"correct","Asian,Caucasian or White","Catholicism/Christianity","English","Never married","$36,000 or more","Bachelor's degree",23
"67aeab01bd6052ea4da7b528",4.15,"Group2_N",3.2,4.16666666666667,1.75,1.9375,4.9,2.875,3,4,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Married","$36,000 or more","Associate degree",25
"679092c04be0476c6a4ddccc",3.15,"Group3_I",3.33333333333333,4,4,4.375,2.6,2.375,4.11111111111111,8,0,NA,"correct","Asian","Buddhism","English","Never married","$24,000 - $35,999","Bachelor's degree",24
"665943346f9e287fef4cdb9b",4.1,"Group4_ID",2.26666666666667,1.5,3,1.5,4.2,3.25,2.62962962962963,0,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","$24,000 - $35,999","High school degree or equivalent (e.g., GED)",25
"61022d2f69d5127750d09f40",3.05,"Group1_C",3.46666666666667,5,5,4.3125,3,2.8125,2,9,0,NA,"correct","Caucasian or White","Islam","Other","Never married","$36,000 or more","Bachelor's degree",25
"67f1f5ae37225c87ef8af243",4.7,"Group2_N",3.4,3,4.75,1.8125,3.9,3.125,3.85185185185185,7,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Married","$36,000 or more","Master's degree",24
"666dd3d9e53e0ff59d7cc164",3,"Group3_I",2.46666666666667,1.83333333333333,2.25,1,3.4,2.75,2.22222222222222,2,0,NA,"correct","Hispanic or Latino","Catholicism/Christianity","English","Never married","Less than $12,000","Some college, no degree",21
"615b22b2b654b57bcb5ad7b3",2.85,"Group4_ID",3.2,4,5,3.125,4.3,3.125,4.03703703703704,9,0,NA,"correct","Caucasian or White","Agnostic","English","Never married","$36,000 or more","Bachelor's degree",24
"6786d63184590b61c3814ef4",4.35,"Group1_C",3.2,5,5,4.375,1.5,2.75,4.11111111111111,5,0,NA,"correct","Black or African American,Caucasian or White","Catholicism/Christianity","English","Never married","Less than $12,000","Some college, no degree",24
"60fce156003127285462a3bb",3.7,"Group1_C",2.6,2,2.25,1.1875,4.8,2.9375,3.37037037037037,8,0,NA,"correct","Asian,Caucasian or White","Catholicism/Christianity","English","Never married","Less than $12,000","Bachelor's degree",23
"671b0e82afffe3d6570b89f5",3.45,"Group4_ID",2.4,4,3.25,2.25,3.8,2.8125,3.7037037037037,4,0,NA,"correct","Caucasian or White","Agnostic","English","Never married","$36,000 or more","Bachelor's degree",24
"612e6569f68929afb886fb5c",3.05,"Group4_ID",2.33333333333333,4.16666666666667,2,3.875,2,1.1875,3.14814814814815,8,0,NA,"correct","Hispanic or Latino","Atheist","English","Never married","$36,000 or more","Master's degree",25
"663440bbcd3bfa566079e2df",4.35,"Group2_N",3,4,2,3,2.2,1.125,1.59259259259259,0,0,NA,"correct","Caucasian or White","Atheist","English","Never married","Less than $12,000","High school degree or equivalent (e.g., GED)",23
"65cb7b14e78fc98ecd71d8de",3.3,"Group1_C",3.6,4.16666666666667,4.5,4.5625,2.2,2.5625,1.88888888888889,8,0,NA,"correct","Asian","Atheist","Chinese","Never married","$36,000 or more","Bachelor's degree",25
"5e92604b3d1b57595c446071",3.05,"Group2_N",3.46666666666667,4.33333333333333,5,4.4375,2.5,3.66666666666667,4.40740740740741,7,0,NA,"correct","Hispanic or Latino","Agnostic","Spanish","Never married","$36,000 or more","Bachelor's degree",23
"677cc413f40496079c7a821e",3.1,"Group3_I",3.73333333333333,3.83333333333333,2,2.8125,3.3,3.1875,1.66666666666667,4,0,NA,"correct","Caucasian or White","Atheist","English","Never married","$24,000 - $35,999","High school degree or equivalent (e.g., GED)",20
"61294c91f047a6834535bcce",3.95,"Group2_N",2.6,1,1,1,5,2.625,3.96296296296296,8,0,NA,"correct","Caucasian or White,Hispanic or Latino","Agnostic","English","Married","$36,000 or more","Bachelor's degree",25
"664bf6195faf971d250f1a50",4.8,"Group2_N",2.53333333333333,1.5,2.75,1.0625,4.8,2.375,1.51851851851852,0,0,NA,"correct","Hispanic or Latino","Catholicism/Christianity","English","Married","$12,000 - $23,999","Associate degree",21
"63f441a0fe9bd1ab5f560090",3.85,"Group3_I",3,2,2.25,2.625,4.6,1.8125,2.11111111111111,5,0,NA,"correct","Caucasian or White","Catholicism/Christianity","English","Never married","$36,000 or more","Bachelor's degree",24
"61259d15b416f3964d7193a5",3.5,"Group1_C",4.06666666666667,4,5,4.86666666666667,1.4,4.1875,4.88888888888889,8,0,NA,"correct","Caucasian or White,Hispanic or Latino","Catholicism/Christianity","English","Married","Less than $12,000","Some college, no degree",22
